,DEPT,ASP,Facies_IPSOM_IPSOM,GR,LLD,PHIE,TNPH,VSH_GR,WELL
177660,1126.0,0.142918,4.0,170.8875,3.613554,0.250292,0.39306,0.303183,63
177661,1126.1,0.138938,4.0,170.6738,3.59773,0.25008,0.39348,0.3008202,63
177662,1126.2,0.135018,4.0,169.5488,3.674117,0.252325,0.39474,0.2886847,63
177663,1126.3,0.131018,4.0,167.8725,3.799535,0.255372,0.396,0.271505,63
177664,1126.4,0.126838,4.0,166.05,3.97272,0.258838,0.39768,0.2539844,63
177665,1126.5,0.122558,4.0,164.385,4.182407,0.262273,0.39978,0.238968,63
177666,1126.6,0.118118,4.0,163.1363,4.384752,0.264517,0.40146,0.2282913,63
177667,1126.7,0.113598,4.0,162.5287,4.560083,0.265374,0.40272,0.223271,63
177668,1126.8,0.109098,4.0,162.585,4.697971,0.264899,0.40356,0.2237312,63
177669,1126.9,0.104798,4.0,162.9337,4.778593,0.263228,0.40356,0.2266054,63
177670,1127.0,0.100718,4.0,163.3725,4.83761,0.261477,0.40356,0.230274,63
177671,1127.1,0.09695803,4.0,163.8225,4.866258,0.259781,0.40356,0.2340982,63
177672,1127.2,0.09349803,4.0,164.16,4.887646,0.258732,0.40398,0.237008,63
177673,1127.3,0.09053797,4.0,164.3513,4.897094,0.258445,0.40482,0.238673,63
177674,1127.4,0.08821803,4.0,164.79,4.837197,0.257556,0.40524,0.2425368,63
177675,1127.5,0.08683802,4.0,165.735,4.72563,0.256167,0.40566,0.2510728,63
177676,1127.6,0.08643802,4.0,167.2988,4.546308,0.25361,0.40566,0.2658627,63
177677,1127.7,0.08731799,4.0,169.29,4.301764,0.249709,0.40482,0.2859636,63
177678,1127.8,0.08957797,4.0,171.5625,3.997564,0.244172,0.40272,0.3107669,63
177679,1127.9,0.09313799,4.0,173.9475,3.654328,0.237161,0.39936,0.3391152,63
177680,1128.0,0.09773798,4.0,176.2762,3.270486,0.228456,0.39432,0.3692883,63
177681,1128.1,0.103218,4.0,178.3913,2.915047,0.219639,0.38886,0.3990122,63
177682,1128.2,0.109258,4.0,180.45,2.637836,0.227989,0.40068,0.4302418,63
177683,1128.3,0.115378,4.0,182.5425,2.320134,0.21739,0.39405,0.4644888,63
177684,1128.4,0.121318,4.0,184.5788,2.060462,0.207969,0.38895,0.5004306,63
177685,1128.5,0.127118,4.0,186.57,1.828835,0.198686,0.38436,0.5382664,63
177686,1128.6,0.132458,4.0,188.415,1.650189,0.19083,0.3813,0.5758716,63
177687,1128.7,0.136958,4.0,189.8887,1.515181,0.184187,0.37875,0.6077889,63
177688,1128.8,0.140338,4.0,190.7775,1.419127,0.178684,0.37569,0.6278858,63
177689,1128.9,0.142418,4.0,191.16,1.35454,0.174188,0.37212,0.6367384,63
177690,1129.0,0.142438,4.0,190.9688,1.330749,0.171356,0.36855,0.6322966,63
177691,1129.1,0.140738,4.0,190.4738,1.31359,0.168713,0.36447,0.6209435,63
177692,1129.2,0.137798,4.0,189.8887,1.31724,0.167065,0.36141,0.6077889,63
177693,1129.3,0.133978,4.0,189.3937,1.311514,0.165322,0.35886,0.5968759,63
177694,1129.4,0.129598,4.0,188.7863,1.332211,0.165318,0.35784,0.5837505,63
177695,1129.5,0.125178,4.0,187.9987,1.373866,0.166882,0.35784,0.5671645,63
177696,1129.6,0.120738,4.0,187.0538,1.430499,0.169893,0.35886,0.5478823,63
177697,1129.7,0.116018,4.0,186.0863,1.476529,0.17329,0.36039,0.5288196,63
177698,1129.8,0.111098,4.0,185.13,1.506462,0.176473,0.36192,0.5106304,63
177699,1129.9,0.106018,4.0,184.455,1.546827,0.179161,0.36396,0.4981691,63
177700,1130.0,0.100778,4.0,184.3537,1.545053,0.180035,0.366,0.4963261,63
177701,1130.1,0.09537799,4.0,184.6688,1.4828,0.178573,0.36702,0.5020821,63
177702,1130.2,0.09003802,4.0,185.2988,1.423165,0.176126,0.36804,0.5137944,63
177703,1130.3,0.08483798,4.0,186.1425,1.373271,0.172975,0.36906,0.5299093,63
177704,1130.4,0.080078,4.0,187.0538,1.342526,0.17014,0.37059,0.5478823,63
177705,1130.5,0.07599802,4.0,187.8187,1.336177,0.168401,0.37263,0.56344,63
177706,1130.6,0.07305796,4.0,188.3362,1.359156,0.168294,0.37518,0.5742141,63
177707,1130.7,0.07125804,4.0,188.4825,1.417282,0.170304,0.37824,0.5772963,63
177708,1130.8,0.07043803,4.0,188.3475,1.476782,0.173076,0.38079,0.5744509,63
177709,1130.9,0.07013796,4.0,188.1,1.488321,0.17435,0.3813,0.5692701,63
